Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GCP_SmokeTest,Chrome 74.0.3729.169,,,2019-06-06 21:29:02,2019-06-06 21:57:14,28m - 11.893s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_In-house,Chrome 74.0.3729.169,,,2019-06-06 21:29:03,2019-06-06 21:33:33,4m - 30.849s,PASSED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_In_house),Chrome 74.0.3729.169,,,2019-06-06 21:29:03,2019-06-06 21:33:33,4m - 30.431s,PASSED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_VerifyUploadedFile_option1,Chrome 74.0.3729.169,,,2019-06-06 21:33:33,2019-06-06 21:35:44,2m - 11.093s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_VerifyUploadFile_option1),Chrome 74.0.3729.169,,,2019-06-06 21:33:34,2019-06-06 21:35:44,2m - 10.706s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_DownloadFiles_option1,Chrome 74.0.3729.169,,,2019-06-06 21:35:44,2019-06-06 21:39:16,3m - 31.138s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_DownloadFiles_option1),Chrome 74.0.3729.169,,,2019-06-06 21:35:45,2019-06-06 21:39:16,3m - 30.870s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_DeleteUploadedFiles_option1,Chrome 74.0.3729.169,,,2019-06-06 21:39:16,2019-06-06 21:41:24,2m - 7.993s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_DeleteUploadedFiles_option1),Chrome 74.0.3729.169,,,2019-06-06 21:39:16,2019-06-06 21:41:24,2m - 7.679s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_CertifiedCleaningService,Chrome 74.0.3729.169,,,2019-06-06 21:41:24,2019-06-06 21:44:34,3m - 10.327s,PASSED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_CertifiedCleaningService),Chrome 74.0.3729.169,,,2019-06-06 21:41:24,2019-06-06 21:44:34,3m - 10.179s,PASSED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_VerifyUploadedFile_option2,Chrome 74.0.3729.169,,,2019-06-06 21:44:34,2019-06-06 21:46:21,1m - 47.414s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_VerifyUploadedFile_option2),Chrome 74.0.3729.169,,,2019-06-06 21:44:34,2019-06-06 21:46:21,1m - 47.158s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_DownloadFiles_option2,Chrome 74.0.3729.169,,,2019-06-06 21:46:21,2019-06-06 21:49:02,2m - 40.529s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_DownloadFiles_option2),Chrome 74.0.3729.169,,,2019-06-06 21:46:22,2019-06-06 21:49:02,2m - 40.224s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_DeleteUploadedFiles_option2,Chrome 74.0.3729.169,,,2019-06-06 21:49:02,2019-06-06 21:50:32,1m - 30.108s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_DeleteUploadedFiles_option2),Chrome 74.0.3729.169,,,2019-06-06 21:49:02,2019-06-06 21:50:32,1m - 29.864s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_NegativeCases_option1,Chrome 74.0.3729.169,,,2019-06-06 21:50:32,2019-06-06 21:51:38,1m - 6.250s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_NegativeCases_option1),Chrome 74.0.3729.169,,,2019-06-06 21:50:32,2019-06-06 21:51:38,1m - 5.969s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_NegativeCases_option2,Chrome 74.0.3729.169,,,2019-06-06 21:51:38,2019-06-06 21:54:54,3m - 16.103s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_NegativeCases_option2),Chrome 74.0.3729.169,,,2019-06-06 21:51:39,2019-06-06 21:54:54,3m - 15.763s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_AutoSaveAsDraft,Chrome 74.0.3729.169,,,2019-06-06 21:54:54,2019-06-06 21:57:13,2m - 18.942s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_AutoSaveAsDraftGCP),Chrome 74.0.3729.169,,,2019-06-06 21:54:55,2019-06-06 21:57:13,2m - 18.671s,FAILED
