Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GCP_SmokeTest,Chrome 74.0.3729.169,,,2019-06-07 15:17:15,2019-06-07 15:29:45,12m - 30.827s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_CertifiedCleaningService,Chrome 74.0.3729.169,,,2019-06-07 15:17:15,2019-06-07 15:23:43,6m - 28.595s,FAILED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_CertifiedCleaningService),Chrome 74.0.3729.169,,,2019-06-07 15:17:16,2019-06-07 15:23:43,6m - 27.792s,FAILED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_VerifyUploadedFile_option2,Chrome 74.0.3729.169,,,2019-06-07 15:23:43,2019-06-07 15:24:57,1m - 13.260s,PASSED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_VerifyUploadedFile_option2),Chrome 74.0.3729.169,,,2019-06-07 15:23:44,2019-06-07 15:24:57,1m - 12.876s,PASSED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_DownloadFiles_option2,Chrome 74.0.3729.169,,,2019-06-07 15:24:57,2019-06-07 15:28:26,3m - 28.915s,PASSED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_DownloadFiles_option2),Chrome 74.0.3729.169,,,2019-06-07 15:24:57,2019-06-07 15:28:26,3m - 28.683s,PASSED
,,,,,,,
Test Cases/GreenCleaningPolicy/TC_GCP_DeleteUploadedFiles_option2,Chrome 74.0.3729.169,,,2019-06-07 15:28:26,2019-06-07 15:29:45,1m - 19.033s,PASSED
runWithCucumberRunner(greenCleaningPolicyForm.Runner_DeleteUploadedFiles_option2),Chrome 74.0.3729.169,,,2019-06-07 15:28:26,2019-06-07 15:29:45,1m - 18.796s,PASSED
